Tool,Platform,Encryption_Speed (ms),Decryption_Speed (ms),CPU_Usage (%),Memory_Usage (MB),Security_Level,Compatibility
Twofish,Windows,10.54,7.24,27.23,155.26,High,High
Twofish,Linux,12.09,10.45,44.76,147.27,Medium,High
AES,iOS,13.31,17.44,53.64,81.55,Low,High
Blowfish,Windows,14.4,7.49,41.95,151.7,Low,Low
Blowfish,MacOS,6.56,5.47,38.86,161.79,High,High
AES,Android,2.18,4.32,96.75,265.72,Medium,High
Blowfish,Linux,15.02,7.36,67.74,335.22,Low,Medium
ChaCha20,Windows,11.64,16.04,12.11,196.74,High,High
ChaCha20,iOS,17.05,10.49,48.72,362.54,Medium,Medium
Blowfish,Windows,16.78,6.09,88.75,174.72,High,Low
Twofish,iOS,17.18,4.99,37.13,152.24,High,High
Blowfish,MacOS,10.73,7.99,18.51,275.18,Low,High
ChaCha20,Android,8.01,18.92,78.25,21.62,Low,Medium
ECC,MacOS,16.25,8.17,64.54,49.1,High,Low
DES,Linux,10.12,19.79,61.33,214.81,Low,Low
RSA,Windows,5.3,10.73,14.82,472.03,Low,Medium
ECC,iOS,17.39,5.22,22.64,363.54,Medium,Low
Blowfish,iOS,17.89,18.04,66.03,53.18,Medium,Low
Twofish,Windows,10.39,10.29,28.7,424.7,High,Low
AES,Windows,3.36,14.77,55.37,368.83,High,Low
Blowfish,Linux,8.98,19.71,59.04,309.36,High,Low
Twofish,MacOS,16.46,2.9,35.52,411.94,High,Low
DES,iOS,18.23,3.74,95.36,208.01,Medium,Low
Blowfish,Linux,5.66,14.97,85.82,118.54,Low,Low
ChaCha20,MacOS,3.21,7.07,75.01,260.89,Medium,High
AES,Linux,17.79,5.32,17.02,278.93,High,Medium
Twofish,iOS,9.01,2.71,19.55,273.78,High,Low
Twofish,Windows,11.75,2.39,54.35,286.89,Medium,Medium
Twofish,Windows,19.43,15.94,24.46,474.87,Medium,Low
DES,MacOS,3.2,4.42,98.04,452.1,High,Low
Blowfish,Android,13.67,10.42,24.27,439.1,Low,High
DES,MacOS,3.33,12.91,53.87,402.69,High,Medium
RSA,Android,8.76,9.71,42.77,472.28,Medium,Medium
RSA,Linux,16.47,2.49,67.54,58.26,High,High
Blowfish,Linux,9.8,16.1,21.61,139.91,High,High
ChaCha20,iOS,19.95,2.19,48.73,252.58,Low,Medium
DES,Android,12.06,15.71,34.72,424.8,High,Low
AES,iOS,7.78,18.08,89.9,257.53,High,Low
Twofish,Windows,5.96,9.79,13.65,376.54,High,Medium
Twofish,Android,8.31,11.64,92.24,78.09,Medium,Low
Blowfish,MacOS,8.71,10.59,84.97,133.68,Medium,High
ChaCha20,Windows,3.24,9.01,36.78,368.57,Low,High
RSA,Windows,8.65,17.97,81.04,90.72,High,High
RSA,MacOS,10.36,18.09,12.81,182.16,Medium,Medium
Twofish,Windows,15.01,8.04,97.02,139.78,Low,Medium
Blowfish,Android,13.82,13.07,57.39,181.43,High,Medium
DES,iOS,14.76,18.68,37.3,357.08,Low,Low
RSA,Windows,2.15,19.32,42.63,190.25,Low,Medium
DES,Android,5.92,11.16,15.98,282.08,Low,Medium
ChaCha20,Linux,13.91,10.15,99.04,58.97,Low,High
RSA,Android,10.71,7.02,13.54,404.46,Low,Low
RSA,iOS,2.1,19.26,68.94,191.25,Low,Low
ECC,Android,16.48,4.57,49.85,327.78,Low,High
RSA,MacOS,15.91,12.44,95.4,365.44,High,Low
AES,iOS,11.87,7.09,32.14,112.73,High,Medium
Blowfish,Linux,3.2,7.02,57.89,443.49,Low,Low
Blowfish,MacOS,15.8,9.29,53.41,311.95,High,High
DES,Android,12.51,19.98,73.26,220.08,Low,Low
ChaCha20,iOS,16.08,2.99,16.12,99.34,High,High
RSA,Linux,15.53,12.41,27.44,471.73,Medium,Medium
AES,MacOS,16.45,3.49,29.31,379.98,Low,Medium
DES,Linux,11.32,4.78,76.43,111.93,Medium,High
ECC,Android,4.53,9.91,27.02,175.48,Low,Medium
DES,Linux,14.08,11.19,61.61,406.74,Low,Medium
DES,Windows,13.17,6.66,29.37,350.88,Medium,Low
RSA,MacOS,15.36,7.7,87.55,385.23,Medium,Medium
ECC,Linux,5.06,3.57,94.8,226.19,Medium,High
DES,Android,5.51,7.46,56.66,361.07,Low,Medium
AES,Android,18.03,19.4,41.71,199.38,Medium,Low
AES,Linux,15.5,19,31.07,113.52,Medium,High
Blowfish,Android,18.35,8.03,14.48,320.01,High,Medium
ECC,iOS,15.66,12.28,34.17,488.25,High,Medium
ECC,iOS,12.75,18.37,68.88,162.19,Medium,Medium
Blowfish,iOS,13.77,2.11,58.03,235.88,Medium,High
DES,Windows,18,16.59,94.96,340.26,Medium,Low
ECC,Linux,12.42,19.07,45.66,275.34,Medium,High
AES,Windows,13.38,3.64,72.45,423.28,High,High
AES,Android,4.82,4.91,54.04,383.25,Low,Low
RSA,Windows,10.53,19.29,56.13,38.57,Medium,High
ECC,Android,14.9,11.68,34.1,499.23,Medium,High
DES,Android,6.88,2.26,50.95,378.68,High,Medium
Blowfish,MacOS,5.64,6.64,52.37,433.31,Medium,High
Blowfish,iOS,7.65,10.1,73.6,329.09,Medium,Medium
DES,Android,6.35,14.47,94.66,429.58,High,High
ChaCha20,MacOS,5.87,15.2,39.64,65.07,Medium,Medium
Twofish,iOS,9.65,19.92,13.8,180.39,Medium,Medium
RSA,Android,18.34,7.18,54.67,439.45,High,Medium
Blowfish,Android,11.13,11.69,59,108.81,Low,Low
ECC,Windows,5.38,11.6,25.16,48.34,Medium,High
RSA,Windows,3.39,9.3,78.44,396.18,Medium,High
ECC,iOS,14.53,5.04,98.64,419.39,Low,High
ChaCha20,Android,8.89,19.59,95.12,89.7,High,Low
AES,Linux,16.79,17.36,27.74,428.63,Low,Medium
RSA,Windows,13.87,10.97,88.78,346.52,Medium,High
Blowfish,iOS,16.33,12.86,73.4,264.84,Low,Low
RSA,Android,6.9,6.09,50.85,416.82,High,Low
RSA,Android,14.46,11.79,58.65,215.43,Medium,High
RSA,Linux,6.75,14.51,86.46,105.06,High,Medium
Twofish,iOS,18.9,11.27,53.21,149.58,High,Low
RSA,Android,13.45,19.83,43.59,257.53,Low,High
ECC,Windows,7.84,13,54.39,270.35,Low,Medium
AES,Linux,6.85,8.68,62.12,404.73,High,Low
ChaCha20,iOS,5.44,15.9,27.02,397.76,High,Low
DES,Linux,14.5,5.07,91.08,294.87,Medium,High
RSA,Windows,5.94,8.92,70.68,392.58,High,High
Blowfish,iOS,12.72,8.25,66.99,103.97,High,Medium
RSA,Linux,6.76,9.77,18.95,34.53,Low,High
Blowfish,MacOS,13.92,16.07,64.38,438.08,High,High
ECC,Windows,16.67,10.72,20.89,47.02,High,Medium
Blowfish,Windows,16,16.29,17.08,130.88,Low,High
DES,Windows,15.7,12.38,57.46,350.71,Medium,Medium
AES,MacOS,5.38,8.16,46.25,210.63,Low,Medium
Blowfish,MacOS,3.59,16.58,62.99,439.39,Low,Medium
Blowfish,Android,14.58,6.29,18.03,156.01,High,High
AES,Linux,8.63,6.04,48.79,15.82,High,Medium
DES,Android,9.78,11.08,25.73,157.32,Medium,High
RSA,Linux,2.56,6.7,98.84,293.26,High,Medium
Blowfish,MacOS,6.67,2.16,60.5,194.21,Medium,High
AES,MacOS,2.61,13.67,71.87,272.09,Medium,Medium
ECC,Android,17.83,11.2,39.29,439.53,Medium,Low
AES,iOS,6.38,10.02,18.53,457.12,Medium,Low
ECC,Android,12.03,19.41,97.83,140.33,High,Low
DES,Linux,2.7,12.28,35.76,236.45,Low,Medium
RSA,Android,14,17.54,48.14,279.08,Low,High
AES,Windows,7.81,4.51,68.49,475.07,High,Medium
ChaCha20,Linux,18.16,12.25,12.22,499.32,High,Medium
ChaCha20,Linux,17.99,17.62,82.92,125.35,Medium,Medium
Twofish,iOS,7.86,12.5,58.29,366.22,High,Medium
Blowfish,MacOS,18.22,14.92,35.04,195.24,Low,High
DES,Linux,19.93,8.7,15.54,13.97,High,Medium
AES,MacOS,16.86,3.66,24.62,14.53,High,Low
ChaCha20,Android,17.21,10.24,90.55,235.68,Medium,Low
Blowfish,Windows,6.48,9.1,71.74,249.28,Medium,Low
ChaCha20,iOS,12.38,17.61,32.49,21.06,Medium,Medium
AES,MacOS,3.21,6.39,15.9,346.59,Medium,High
ECC,Linux,3.71,19.4,72.16,154.06,Low,High
AES,MacOS,19.98,19.25,61.52,284.35,High,High
Twofish,Linux,7.88,6.46,46.41,157.45,High,Medium
AES,MacOS,15.47,8.26,42.73,91.9,Medium,High
AES,Linux,16.52,18.12,29.51,209.52,Low,Low
Twofish,Android,17.44,19.4,70.27,123.81,Low,High
DES,Linux,19.96,9.98,97.36,272.05,High,Medium
AES,Linux,6.35,7.78,25.81,107.43,Medium,Medium
Twofish,Windows,2.73,11.47,63.74,259.12,High,High
Blowfish,Linux,9.4,14.38,48.18,87.12,High,Medium
ECC,Windows,4.34,6.92,50.2,338.78,Low,High
ECC,iOS,2.4,15.26,32.87,379.43,Low,High
AES,Windows,8.49,2.93,84.26,64.09,High,Low
DES,Android,16.11,2.89,53.67,239.22,Medium,Medium
DES,Windows,12.19,8.95,58.91,44.73,Medium,Low
Blowfish,iOS,7.63,8.36,37.43,303.11,High,Medium
AES,Android,13.78,7.68,26.36,139.56,High,High
ECC,MacOS,6.18,10.84,17.73,268.54,Medium,Medium
DES,MacOS,2.26,7.77,74.27,263.56,Medium,High
AES,Windows,15.76,5.46,27.66,462.93,Medium,Medium
ChaCha20,Windows,13.23,7.57,72.11,279.05,High,Low
DES,iOS,15.72,19.55,45.13,295.67,Low,Low
Twofish,iOS,2.7,9.4,47.42,206.81,Medium,High
ChaCha20,Linux,17.07,10,52.23,475.05,Medium,Low
DES,iOS,13.15,12.38,43.09,390.82,Medium,High
ECC,Linux,12.14,19.7,19.06,149.85,High,High
RSA,Android,13.24,6.35,37.87,423.66,Low,High
ChaCha20,Windows,17.56,14.26,69.74,221.87,Low,Medium
Blowfish,Android,12.56,14.89,69.92,416.05,Medium,High
Blowfish,iOS,12.46,12.93,35.76,413.22,High,Low
ECC,Android,19.83,3.59,51.41,102.55,Low,Medium
DES,Android,15.62,14.18,27.41,353.56,High,Low
AES,Android,9.96,3.15,28.93,152.42,Low,High
DES,iOS,14.73,12.73,12.07,155.77,Medium,High
ECC,Android,9.01,15.31,90.71,155.21,High,Low
Blowfish,Linux,6.12,5.8,28.96,365.53,Medium,Medium
DES,iOS,12.74,17.15,30.48,122.61,Low,Low
Blowfish,Android,18.71,2.55,35.16,10.44,Low,High
ChaCha20,iOS,18.72,17.19,21.47,360.47,Medium,Medium
AES,MacOS,8.15,10.29,67.53,93.88,Low,High
ChaCha20,Linux,11.5,5.92,16.76,61.2,Medium,High
Blowfish,Android,5.81,4.41,22.08,126.38,Medium,Low
Blowfish,MacOS,19.92,19.16,68.03,196.15,Medium,High
RSA,MacOS,19.66,3.31,40.57,243.19,Low,Low
RSA,iOS,13.69,5.58,73.72,31.84,High,Medium
ChaCha20,MacOS,16.48,8.26,60.17,485.58,Medium,High
Twofish,Linux,14.87,13.16,33.04,360.87,High,High
ChaCha20,Linux,12.68,11.81,68.57,168.37,Low,Medium
RSA,Windows,2.96,4.26,20.46,166.16,Low,Low
Blowfish,Linux,10.19,7.22,58.28,229.79,High,High
ECC,MacOS,14.15,6.3,49.34,316.86,Medium,Medium
ChaCha20,Linux,14.2,5.84,34.11,81.72,Low,High
Blowfish,iOS,8.72,9.4,64.36,102.58,Medium,Low
ECC,Windows,18.95,14.67,88.42,431.12,Medium,Low
ECC,MacOS,5.01,5.91,99.9,135.56,High,Low
RSA,Windows,11.01,8.6,64.7,196.3,Low,Low
ChaCha20,MacOS,14.44,9.04,46.42,436.92,High,Medium
DES,iOS,14.55,19.58,30.27,334.94,Low,High
AES,Windows,13.68,19.18,33.14,177.44,High,Medium
RSA,Android,6.96,16.4,53.15,345.01,Low,Low
RSA,MacOS,4.81,6.35,43.05,19.64,Low,Low
DES,Android,13.45,3.22,92.24,370.46,Low,Low
AES,Windows,12.79,7.7,43.15,248.64,Medium,Low
Blowfish,Android,5.23,6.8,43.61,408.46,Medium,High
Twofish,Android,14.69,11.11,44.52,477.77,High,Low
ChaCha20,Windows,10.19,16,85.3,463.64,High,High
Twofish,iOS,14.02,17.45,68.57,455.54,Low,Low
Blowfish,Android,17.07,17.21,65.28,260.96,Low,High
RSA,Android,5.06,8.47,40.07,186.47,Medium,High
AES,iOS,2.34,14.37,83.61,237.87,Medium,Low
RSA,Android,16.02,7.63,13.45,348.05,Medium,Medium
ECC,Android,12.97,3.1,88.37,443.16,High,Medium
RSA,Android,14.59,14.63,56.15,111.42,Medium,Medium
RSA,Linux,17.09,2.18,45.84,459.91,High,Medium
Blowfish,iOS,16.45,9.37,54.75,409.44,Medium,Medium
Blowfish,Android,19.3,7.93,70.07,489.64,Medium,Low
Blowfish,iOS,11.65,14.48,11.15,441.32,Low,Low
Twofish,MacOS,10.79,15.79,88.44,147.17,High,Low
ECC,MacOS,9.23,7.47,50.21,61.92,Medium,Low
Blowfish,Android,4.77,16.61,40.87,65,Low,Low
AES,iOS,12.31,7.29,22.44,152.7,High,Low
Twofish,iOS,6.99,10.03,49.55,310.95,High,High
DES,iOS,18.58,15.09,54.67,404.12,Medium,High
AES,Linux,12.5,14.47,46.33,450.63,High,Low
ChaCha20,MacOS,12.67,19.77,71.08,315.64,Low,Low
ChaCha20,iOS,8.39,6.05,47.88,12.76,Low,High
AES,iOS,2.94,13.92,96.53,101.3,High,High
Blowfish,Linux,2.57,12.97,63.93,58.87,Low,Low
DES,Linux,9.62,18.47,82.67,188.03,High,High
DES,iOS,3.52,4.81,19.84,255.66,Low,Medium
Twofish,Windows,12.92,15.53,45.76,31.26,High,Medium
DES,iOS,17.86,12.23,40.32,180.75,High,Medium
ChaCha20,iOS,17.89,6.94,61.25,97.8,High,High
ECC,Linux,13.86,10.54,87.5,327.06,Low,Low
Blowfish,Linux,5.8,8.01,17.05,237.49,High,Low
DES,iOS,17.53,12.43,16.53,252.71,High,Low
Twofish,iOS,17.95,18,86.53,219.57,Medium,High
ChaCha20,iOS,5.54,12.25,29.16,478.45,Medium,High
ECC,Linux,15.27,13.37,70.19,115.22,High,Medium
RSA,iOS,7.16,11.34,58.86,263.17,Medium,High
RSA,iOS,16.45,2.92,84.96,370.65,High,Medium
ECC,Android,19.95,6.19,21.26,282.85,Medium,Medium
ChaCha20,Windows,2.54,10.86,21.68,465.22,Low,Low
Twofish,MacOS,18.15,7.58,60.11,195.2,Low,High
ECC,Windows,13.21,5.27,95.17,237.2,High,Low
Blowfish,Android,19.52,11.07,47.35,53.38,High,Low
Blowfish,MacOS,10.37,7.81,39.42,308.41,Low,High
RSA,iOS,17.25,6.65,64.6,151.22,Low,High
DES,Android,3.12,10.35,93.74,88.55,Medium,Medium
Twofish,iOS,8.04,4.4,85.32,276.82,High,Medium
RSA,Linux,3.21,18.7,99.59,270.83,Low,Medium
DES,Android,19.56,17.62,12.03,47.18,Low,Medium
DES,Linux,16.71,14.74,20.16,352.13,High,Low
Blowfish,Android,17.35,3.91,64.85,315.65,Medium,Low
ChaCha20,Android,18.88,15.97,83.85,102.62,Medium,High
AES,Linux,3.53,16.54,35.67,240.02,Medium,Medium
ChaCha20,MacOS,8.94,15.82,31.53,362.96,Medium,Medium
AES,Windows,3.28,4.05,80.83,269.42,Low,Medium
ECC,iOS,5.79,13.59,15.07,203.79,High,Low
Blowfish,Android,6.13,17.02,43.24,167.95,High,High
DES,iOS,10.44,12.39,55.52,309.09,Low,Low
Twofish,Linux,6.83,13.64,60.43,470.16,Low,High
AES,iOS,3.82,10.25,75.58,339.15,Low,High
ChaCha20,Linux,5.01,11.52,41.94,46.63,High,Low
DES,iOS,4.65,2.62,65.14,235.74,High,Low
AES,Windows,19.52,13.5,62.68,446.5,High,High
AES,Windows,15.67,3.47,59.29,56.29,Medium,Low
AES,Windows,19.42,9.83,67.64,494.55,Low,Low
Twofish,Windows,9.92,7.27,33.35,475.04,Low,High
Blowfish,Windows,7.01,11.82,17.62,48.35,Low,High
Twofish,Windows,16.37,4.4,20.73,467.37,High,Medium
RSA,Linux,7.87,14.45,30.21,187.93,Low,Low
DES,Android,7.39,16.31,55.02,423.91,Low,High
Blowfish,iOS,6.19,4.94,85.64,215.01,Medium,Low
Blowfish,Windows,4.33,3.88,73.12,226.02,High,Low
Blowfish,Linux,6.62,4.62,81.01,320.78,Low,High
ChaCha20,Linux,8.4,17.79,41.59,389.49,High,Medium
Blowfish,Linux,14.13,11.51,46.42,26.56,High,High
Twofish,Android,3.13,10.41,45.43,300.65,High,High
Blowfish,iOS,5.79,3.92,27.27,101.5,Medium,Low
ECC,Android,16.56,13.69,15.51,179.52,High,Medium
DES,MacOS,4.64,17.62,63.18,180.5,High,High
Blowfish,Linux,8.17,16.91,99.03,239.84,High,Low
DES,MacOS,17.56,13.27,25.01,173.73,Low,High
ECC,Windows,4.79,3.36,14.2,62.61,Medium,Low
ECC,Windows,3.49,4.02,80.16,81.36,Low,High
DES,Android,10.72,2.89,32.73,26.38,Medium,Medium
AES,iOS,7.44,6.63,84.67,240.42,Medium,High
RSA,MacOS,12.14,4.44,73.35,477.68,High,Low
ChaCha20,iOS,16.47,6.68,95.11,66.68,High,High
AES,Android,4.47,8.93,46.8,473.67,Low,Medium
AES,Windows,12.45,18.97,69.58,369.35,Medium,Medium
Twofish,iOS,11.1,12.99,51.84,322.37,High,Medium
ChaCha20,iOS,4.59,17.03,66.75,326.19,High,Medium
ChaCha20,Windows,13.23,14.79,50.46,415.1,High,Low
AES,MacOS,6.93,4.03,26.98,62.39,High,High
Blowfish,Windows,10.78,15.25,55.71,257.33,Low,Medium
Twofish,iOS,3.48,6.95,57.57,351.57,Low,High
Twofish,MacOS,10.27,13.5,82.95,297.54,High,Low
ECC,MacOS,7.52,8.14,76.2,418.06,High,High
ChaCha20,Windows,16.8,19.96,69.74,45.41,High,High
AES,iOS,3.03,6.74,20.2,348.44,High,Medium
ECC,Android,9.53,7.02,74.86,271.67,High,Medium
DES,iOS,10.25,18.75,55.03,195.79,Medium,Low
RSA,Linux,15.05,2.44,90.47,176.73,Medium,High
Twofish,Android,12.34,14.54,92.79,314.21,Medium,Low
DES,MacOS,14.01,15.06,14.96,446.59,Medium,Low
DES,Android,15.99,17.05,83.86,253.13,High,Low
Blowfish,MacOS,17.52,19.54,13.39,414.11,Medium,Medium
RSA,MacOS,7.65,19.56,43.05,207.06,Medium,Medium
DES,Android,11.68,3.17,58.81,60.17,Low,High
DES,MacOS,17.12,16.79,23.33,40.14,Medium,High
RSA,MacOS,19.81,13.63,77.17,35.15,Medium,High
RSA,Linux,18.01,13.65,10.75,196.27,High,Medium
DES,iOS,8.69,4.31,25.17,175.25,Medium,Medium
RSA,iOS,5.51,13.7,62.27,361.79,Medium,Low
DES,Linux,10.81,19.68,74.29,373.98,High,Medium
DES,Android,15.35,18.41,92.5,34.92,Medium,Low
Blowfish,Windows,10.87,9.9,73.49,118.35,High,Low
AES,Windows,10.7,2.72,70.46,144.39,Medium,Medium
DES,Windows,17.09,8.52,45.49,278.33,Low,Low
ECC,Linux,8.51,16.88,10.12,80.81,Low,Low
Twofish,Linux,17.48,14.63,20.81,75.63,Medium,High
ChaCha20,MacOS,9.32,10.27,58.11,472.46,Low,Low
AES,Windows,7.91,2.99,70.76,404.06,High,Medium
AES,Android,10.17,9.68,47.57,98.52,Medium,Medium
AES,Android,15.72,10.44,75.76,209.22,High,Low
Blowfish,Windows,4.27,18.71,56.97,184.25,Low,High
DES,Windows,5.54,13.54,16.68,397.59,High,Medium
Blowfish,Windows,19.13,7.61,27.28,260,Low,Medium
DES,Linux,5.16,11.46,85.6,72.65,Low,High
Blowfish,Linux,12.22,3.19,75.24,372.11,Low,Low
Blowfish,Linux,12.43,19.51,90.53,204.48,High,Medium
Twofish,iOS,10.81,8.48,20.58,138.83,Low,Low
ECC,Android,13.61,10.6,99.12,193.99,Medium,Low
Blowfish,Android,6.14,8.4,28.85,253.9,Low,Low
Twofish,MacOS,11.95,14.29,11.06,178.13,Medium,Low
RSA,Linux,8.7,13.92,99.77,128.53,Medium,Medium
ECC,iOS,13.91,14.88,35.3,205.27,Medium,High
Blowfish,iOS,4.54,6.83,70.12,19.39,Medium,Medium
ChaCha20,Android,12.28,7.68,25.9,388.52,High,High
AES,Linux,5.33,4.25,62.22,93.76,Medium,Low
RSA,MacOS,7.02,13.8,91.36,31.51,Low,High
RSA,Linux,5.94,2.72,38.82,330.31,Medium,Low
Twofish,Windows,5.29,12.76,70.32,389.23,Low,Medium
RSA,Linux,16.86,17.65,26.91,408.78,High,Medium
ECC,Windows,7.14,18.03,66.23,251.82,Medium,High
Blowfish,Windows,18.69,10.08,40.28,110.63,Low,Low
Blowfish,MacOS,19.46,10.27,29.01,371.24,High,Low
ChaCha20,Android,12.28,3.39,38.19,352.86,High,High
AES,Linux,4.57,14.07,26.1,130.67,Low,Low
Twofish,Windows,8.74,16.78,91.17,452.67,Medium,Low
AES,Linux,16.36,6.4,45.75,61.14,High,Low
RSA,Android,8.61,9.58,32.08,491.52,Low,Medium
ChaCha20,Android,3.57,17.1,50.36,431.52,Medium,Medium
AES,iOS,12.02,17.79,38.85,347.07,High,Medium
ECC,Android,17.21,6.38,77,469.99,Low,Low
Blowfish,MacOS,16.33,11.91,97.41,363.93,High,Medium
RSA,Windows,5.15,5.46,49.42,103.32,High,Low
ChaCha20,iOS,14.11,3.83,87.49,226.66,Low,Low
AES,MacOS,5.97,18.4,60.93,45.04,High,High
Twofish,Linux,5.93,16.77,24.15,200.93,Low,Low
ECC,Windows,17.73,15.68,72.16,373.39,Medium,Medium
ECC,Android,6.49,2.88,56.21,199.36,Low,Medium
AES,Windows,6.74,17.19,68.55,171.84,Medium,Low
Blowfish,Linux,2.01,9.88,90.07,301.72,High,Medium
AES,iOS,17.67,8.16,49.64,437.38,Low,Low
RSA,iOS,16.27,11.84,91.11,33.32,Low,High
AES,iOS,13.29,3.64,77.56,198.88,Low,Low
ECC,Android,15.5,15.62,53.97,87.54,Low,Low
ChaCha20,MacOS,4.74,12.48,64.29,350.72,Medium,High
AES,MacOS,10.25,5.36,39.3,61.81,Medium,Medium
Blowfish,Windows,8.32,5.39,98.52,335.76,High,High
ChaCha20,Android,3.69,5.32,70.06,150.23,High,High
Twofish,iOS,10.75,3.03,13.95,107.47,High,Low
DES,iOS,18.57,12.58,39.4,468.81,High,Low
AES,Linux,2.72,17.13,66.1,19.08,Low,High
Blowfish,Linux,7.25,2.31,15.07,224.51,Medium,Medium
ChaCha20,iOS,5.74,2.88,12.15,20.6,Medium,High
Blowfish,iOS,6.29,12.31,50.5,246.96,Medium,Medium
Twofish,Android,18.35,16.75,39.94,255.51,Medium,High
ECC,MacOS,10.43,7.88,49.45,167.61,High,High
Blowfish,Linux,10.39,8.29,33.64,74.76,Low,Medium
ChaCha20,MacOS,15.69,12.73,24.82,194.43,Medium,High
Blowfish,Android,4.78,6.94,72.02,339.41,Low,Low
Blowfish,iOS,10.77,2.48,56.31,393.37,Low,High
Blowfish,MacOS,9.74,15.23,28.01,270.07,Low,Low
RSA,iOS,12.74,13.26,38.76,299.02,Low,Medium
RSA,iOS,19.99,12.45,63.26,108.3,Medium,Medium
ECC,Windows,15.85,15.35,16.5,150.79,Medium,Low
AES,MacOS,9.16,14.15,23.27,89.33,Medium,High
Blowfish,MacOS,16.9,5.71,16.59,132.15,High,Low
Twofish,iOS,5.07,8.34,83.11,120.19,Medium,Low
AES,Android,2.55,4.27,77.72,264.53,High,Medium
Twofish,Windows,5.68,4.34,77.8,285.72,High,Low
AES,iOS,8.13,14.17,74.47,473.02,High,High
ECC,Linux,11.19,17.45,70.24,105.83,Medium,Low
Blowfish,Linux,13.07,19.33,52.93,324.42,Medium,Medium
Blowfish,Windows,18.39,13.31,67.81,410.46,Medium,High
DES,Android,11.18,5.31,13.45,284.52,High,Medium
Twofish,iOS,11.02,3.9,65.93,134.95,High,Low
AES,MacOS,2.9,16.63,80.01,138.65,Low,Low
AES,Windows,2.63,12.42,55.03,29.23,High,Medium
RSA,Android,11.92,13.13,42.18,159.67,High,Medium
DES,MacOS,9.89,16.07,34.97,374.86,Medium,High
ChaCha20,Linux,17.11,14.66,67.85,33.28,Low,Medium
ChaCha20,Linux,4.89,17.02,72.35,117.45,Low,Medium
RSA,MacOS,2.45,3.01,88.39,356.05,Low,Low
RSA,Windows,10.08,15.46,40.81,393.5,Medium,Low
RSA,Linux,6.27,17.32,79.28,233.11,Low,Medium
Twofish,iOS,2.89,7.15,60.52,352.06,Low,Medium
Twofish,MacOS,15.04,13.53,89.46,200.1,Medium,Low
ECC,MacOS,4.01,7.65,57.5,88.36,Low,High
ECC,Linux,12.95,19.24,56.59,205.09,High,High
RSA,Windows,7.06,2.6,62.01,294.18,High,High
DES,iOS,5.12,12.44,77.44,474.55,High,High
AES,Windows,8.84,5,96.82,43.69,High,Low
Twofish,Android,16.43,14.82,16.62,258.62,High,Medium
DES,Android,9.06,5.17,14.81,171.17,High,High
Blowfish,Linux,15.51,6.24,94.38,259.07,High,Low
Twofish,Linux,4.26,10.9,57.69,21.75,High,Medium
Twofish,Linux,15.91,18.47,65.34,163.38,High,High
ECC,Android,6.26,5.81,53.42,411.74,Medium,Medium
AES,Windows,14.19,4.6,18.43,281.43,Medium,High
AES,Windows,12.18,15.66,79.13,230.79,High,Medium
ChaCha20,Linux,18.72,11.01,77.25,149.91,Medium,High
ChaCha20,iOS,8.97,18.41,38.05,156.04,Medium,High
ChaCha20,Windows,3.19,4.64,37.56,197.72,High,Medium
ChaCha20,Android,2.34,13.63,85.41,419.43,High,Medium
Blowfish,MacOS,16.88,6.19,16.51,483.93,Medium,Medium
Blowfish,MacOS,11.45,4.82,89.3,224.94,High,Low
Twofish,MacOS,15.95,14.3,33.1,202.74,High,Low
RSA,iOS,6.22,12.69,63.37,424.81,High,Medium
ECC,Linux,8.21,15.59,94.24,219.18,High,Low
ECC,Android,2.54,7.57,71.03,280.49,Medium,High
ChaCha20,iOS,19.31,10.06,47.3,123.16,Low,Medium
Twofish,Android,14.02,9.3,72.06,374.32,Medium,Low
DES,Android,18.8,19.71,40.96,270.67,Low,Medium
RSA,Linux,6.78,7.26,34.95,406.43,Low,High
Twofish,MacOS,13.01,7.31,99.7,392.56,Low,High
RSA,Linux,14.21,8.38,77.57,115.35,Medium,Low
RSA,iOS,7.72,12.16,68.02,360.66,Medium,High
RSA,iOS,17.27,6.54,41.98,402.03,Medium,Medium
Twofish,iOS,19.05,18.48,14.42,179.59,Medium,Low
ChaCha20,Linux,17.93,6.78,12.8,94.58,Medium,Medium
ECC,Android,15.3,18.12,59.88,11.29,Low,Medium
ECC,Android,6.99,3.86,78.58,230.94,Medium,Medium
ChaCha20,Windows,7.07,13.82,58.36,182.69,Low,High
RSA,iOS,19.34,18.33,85.67,281.91,Medium,Medium
DES,Android,2.19,5.04,13.01,102.14,Medium,High
AES,Windows,14.89,19.43,43.01,431.24,High,Medium
Twofish,Android,14.71,10.15,31.34,136.3,Low,High
AES,iOS,13.21,19.02,50.25,120.95,Medium,High
ChaCha20,MacOS,19.82,14.18,16.51,245.55,Medium,High
DES,iOS,7.61,7.43,95.87,254.44,Medium,Medium
Twofish,Linux,8.12,5.39,30.09,115.39,High,Medium
ChaCha20,Android,3.42,7.47,93.01,143.21,Low,High
RSA,Android,9.97,3.67,48.33,93.16,Medium,Medium
ECC,Linux,6.7,4.59,98.7,362.05,Medium,High
AES,Linux,8.18,3.88,59.87,387.34,Medium,Medium
Blowfish,MacOS,17.02,9.61,93.77,236.54,High,High
Blowfish,Android,18.84,16.32,10.48,359.9,Medium,High
